ipc-rating-star--rating,names
3.0,drawlife
7.0,arsalanweb
4.0,ScorpioDog
6.0,wackoreviews
9.0,pariisaap
5.0,TheRetroCritic
4.0,mbell-56214
5.0,gsilecchia
2.0,sjo-15
5.0,Asteri-Atypical
7.0,sujanfaster
6.0,dan_slentz
7.0,adamsmith-51004
7.0,ta-98251
3.0,Maxyger756
6.0,Ahmad_pilehvar
8.0,SureCommaNot
5.0,spencer-w-hensley
7.0,brandonmckay8
5.0,ColinTheGorilla
6.0,moviemanmo973
5.0,olcare
6.0,dschlatter
7.0,browniesnack57
6.0,myblueblazer
7.0,rajvignesh-60140
7.0,WiseMan26
1.0,Martipee
7.0,danchilton-71955
5.0,Neill4797
6.0,JackCowart34
9.0,cthirlby
1.0,seven-johnson
7.0,shahedshanto
6.0,dmansel
3.0,leonardooliva-16135
2.0,penofinspiratin
8.0,willz187
4.0,HardLight
4.0,movietalkwithmuhammed
9.0,nizarsalim
8.0,TheDestroia
7.0,demonblade-37792
6.0,catalinmarian-13885
7.0,lucaslw-93145
2.0,gatorgus48
7.0,lord-blade
7.0,christineballone
1.0,GoUSN
6.0,mistela67
6.0,glori1491
4.0,TomTalksFilms
1.0,mob-96831
3.0,keithfmanaton
7.0,fibulator777
8.0,aristotelesathanas
4.0,secret_arash
3.0,katharineshowalter
7.0,strizbiz-99429
6.0,lopresti-46927
5.0,No-Life-101
1.0,HOLYDIVER575
10.0,KatieDuncan44
3.0,evan_lassi
7.0,SamuSixx
4.0,Chance_Boudreaux19
7.0,dakotadickenson-83457
6.0,jaysonpajaronvistal
6.0,mogensenf
6.0,politicidal
1.0,carterkev
4.0,rajitecture
5.0,mohnomachado
3.0,tmcmaster031405
10.0,SallyWilliams
7.0,dmoorejr
4.0,mattstone137
3.0,Nixon_Carmichael
3.0,elhonig-902-129896
6.0,thatsgottahurt-1
5.0,movies_are_life_
3.0,geekoutmetal
5.0,ericgoldberg-50159
1.0,Scarefish
4.0,kumar_delish
9.0,kateAraya715
4.0,mgentalen
5.0,OnlyAtJMart
7.0,cannabinosa
3.0,ianas
5.0,tmoser1434
5.0,awsafzidane
5.0,raja-mishra7
5.0,kyrross
5.0,Jonas1969
10.0,kcrisenphoenix
3.0,frizzardi
5.0,Filmwalla
7.0,theffachrif
6.0,Classic_Boxing_Matches
7.0,BirdzOfParadise
5.0,mlyttle77
7.0,rexmatthewj
6.0,nicolasverdessm
4.0,blmulholland-14261
,him090296
5.0,Silver5963
5.0,rich-12169
9.0,dessi_jessi
4.0,odaleg
6.0,Rome_17
6.0,dellamorte-82282
9.0,leonffe
5.0,tpcatoz-90650
3.0,smaniatopoulos
1.0,zzzxxxcccvvv-43202
4.0,nathangoffnett
4.0,skanklover_69
1.0,s_sahar99
6.0,johndavidson-1
9.0,killionriot
5.0,running_with_scissors
10.0,varnium
4.0,jhmplopps
6.0,FinleyKolapo
2.0,helghast-1337
6.0,dmerette
7.0,elhamfirmino
6.0,rotten-potatoes
7.0,Shokani
8.0,chrisklugh
5.0,josephbarros-16407
7.0,rcuttill
9.0,ucladude1
6.0,shoebsaad
3.0,jvormer
6.0,hugor
8.0,wolverinexfitxmma
2.0,coynieuk
6.0,MiroslavKyuranov
6.0,david_royz
5.0,dno-60718
7.0,cmalpelli
6.0,Nikki-D3
4.0,Riddler91
3.0,sepetcenk
7.0,Grey_rainbow
5.0,kimberlyely-27550
8.0,williamrbabcock
6.0,jmpusateri
3.0,lancelong777
6.0,looking_Work
3.0,alensufli
4.0,cedricdumler
9.0,Luce1417
6.0,martwiller-948-644122
8.0,marwinsingh-30063
9.0,alexacaleigh
4.0,FattyBoomBatty
9.0,amwilburn-60131
1.0,passan-80670
8.0,ostlerb-02853
3.0,cerwen80
6.0,alexbazelos
7.0,ericknromero
