ipc-rating-star--rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,ipc-title__text,ipc-html-content-inner-div,ipc-voting__label__text,ipc-voting__dot-separator,ipc-voting__label__count,ipc-voting__label__count 2,names,ipc-link href,ipc-inline-list__item,ipc-btn__text
6,/10,https://www.imdb.com/review/rw8386769/?ref_=tturv_perm_356,Was fine but mcu should do better,"Looks like we have another divisive MCU film yet. Let me start the review with saying Thor: Love and Thunder's first act (or first half,) is indeed not great. The humor falls flat a lot, the CGI is questionable at times( this is actually a problem throughout the movie ) and I just couldn't shrug off the corporate-lifeless feel during those parts. I was patiently waiting for the movie to move onto the more interesting scenes. And luckily, the movie did! (Sort of)When the movie entered the 2nd act and started to focus less on comedy and more on action and emotions, my investment improved quite a bit. (Even though jokes were still there and they were still kinda cringe, but they were better than before) The battle of the Shadow Realm has one of MCU's most visually interesting choices, and I actually had to hold back my tears during the final moments, did not expect the villain to be the heart of a MCU movie. But Gorr definitely would have benefited from more screen time tho. Since he was basically absent during the second act. Even though the movie does have some emotional moments during the final act, I'd say one of the biggest problems of the movie is the lack of tension / urgency. A character supposedly dies or gets injured badly, but turns out it is not a big deal later on. Also, The movie sort of feels like a 'Stepping Stone' type movie. While the movie overall was fun, I don't think there were any meaning ful arc for Thor. After watching the movie I am more interested in directions the Thor character can go after this one.Overall the movie definitely could have been better, and lowering my expectations did help my experience I think. Same thing happened with Eternals last November. But just like that movie, it was overall a decent experience. I don't know about my feelings about the movie after some time passes tho.6.5/10.",Helpful,•,0,0,imxhill,https://www.imdb.com/user/ur119341314/?ref_=tturv_usr_356_t,31-Jul-22,
2,/10,https://www.imdb.com/review/rw8671891/?ref_=tturv_perm_357,"What to say, what to say...","My general impression of this movie is that i've just lost 2 hours of my life. It seems like Marvel's conveyor clearly lost and doesn't know which direction and side to go, after they failed everything with multiverse, after they released the worst TV series, that i've ever seenz with the worst dialogues, lore and plot called Loki, and failed amazing sitcom parts of WandaVision mixing it with ungodly MCU lore... Gosh. Latest SM movie was also disgusting. New DS just average. What was the last the can be even called not bad? Black Widow? Eternals? Well, MAY BE! The last good were i'd say Avengers? MCU never had lots of good movies. I'd say Iron Man and Homecoming are the best, solid, last 2 Avengers movies are good(well, i suppose Age of Ultron and Civil War are not that far, but the first Avengers if you look and them now(personally i was in cinema on premiere in 2012, being 13y.o, Avengers entered theatres 1 day before my birthday) have bad dialogues, like they were written by some young schooler and spoils it all) and probably i'd say that i like most of all other Thor 3, though it failed in the end, and couldn't decide either it wants to be an epic action or entertainment. What's about this movie? It just sums it up what we already saw before: whole thing turns into a toothless child cringe ""comedy"". Remember when we had that epic feeling before, like in Avengers, that something big is happening, that heroes are cool? Forget it! All main cast just turned into clown and ""celebrities"" of the show. And you could miss it but, it started back at the Iron Man 3, that idiotic direction and vision. I'm tired of all this feigned fun, pathetic wink to the viewer and circus, yeah this movie feels kinda average but this is just over the top. Oh, wait, what do we have here? The most sickening and infantile ending in history of the cinema? Thor does superstupid thing in the most important moment? And then uses his TALKING SKILLS ? Thor? Yeah, this guy is know for his speeches... And how... Just no comments. Movie ends with a note like ""next time you'll finally get what you wished for"" and you know people, i never dreamed of gachi fight in MCU(sure it will be, after seeing how this movie looks like), it is such a shame. Go to hell, Marvel Studios!P. S. Ah, and be ready, here she is, really bad actress, with creaking voice from Wanda Vision. I gonna ask again, who's daughter she is? Ah, my review to WandaVision, that i tried to publish several times still isn't there? Ok, lets suppose, that i ask about this woman for the first time. Lol, just looked at her page on imdb, she was in Thor 1 and 2, but i noticed her only in WV series. Well, maybe sometimes it is better not to draw attention to oneself...",Helpful,•,1,0,meissotruey,https://www.imdb.com/user/ur97851607/?ref_=tturv_usr_357_t,13-Nov-22,
7,/10,https://www.imdb.com/review/rw8330099/?ref_=tturv_perm_358,I expected worse,"Let me put it this way. I expected worse. Lately, Marvel movies haven't been reaching the quality they once did, so I wasn't expecting anything special, and that's probably why I'm not disappointed in the finale. It went by pleasantly quickly because there was a lot of action, which I thought was pretty epic in places, but there's just one catch. Story-wise, it's not such a joy anymore. There is a lot of humour. A lot. That's a classic with Marvel movies, but here there's perhaps I would say a little more of it. I generally don't like a lot of jokes in superhero movies. I prefer more serious superhero ventures, like Christopher Nolan's Dark Knight trilogy, but that's beside the point. There were several times in the story where one character was speaking to tell the story and that bothered me. I don't like it much and rarely like it, but sometimes it's cool, but here I didn't like it. Then as I mentioned the humor is really over the top here, which wasn't my cup of tea either. I don't want to spoil, but story-wise it wasn't a total win either. Well it was saved for me by the aforementioned action, which I enjoyed and which Marvel can and probably always will, except for Eternals. That was pretty damn weak in my opinion and Thor: Love Like Thunder is still fine in comparison. So, for me, a good movie that although I would recommend to Thor fans, I might not after all because it gets quite the hate. It's hard to say. My friends were really disappointed with this movie. I'm satisfied though and for me it was fine.",Helpful,•,0,0,Polotovar,https://www.imdb.com/user/ur135273424/?ref_=tturv_usr_358_t,13-Jul-22,
5,/10,https://www.imdb.com/review/rw8865009/?ref_=tturv_perm_359,Disappointed,"I must say. I was really looking forward to this installment. Was a massive fan of Ragnarok, which combined comedy, fantasy and superhero storytelling perfectly.This film on the other hand- an absolute travesty. It seemed very much like an excuse to get as many A-listers as possible reading a poorly scripted film with some sad attempts at humour. There were few redeeming qualities in this film besides some fancy special effects. It was also quite overacted despite its stellar cast- though that is likely the product of bad direction y Waititi, who I suspect has for some reason taken the franchise in a different direction this time.",Helpful,•,1,0,gillmurphydogg,https://www.imdb.com/user/ur160563229/?ref_=tturv_usr_359_t,11-Feb-23,
6,/10,https://www.imdb.com/review/rw8650398/?ref_=tturv_perm_360,Its Lucky it Came out AFTER Dark World,"This is a really weak follow-up to the magnificent Ragnarok. After the highs of Ragnarok, this movie is really a letdown. Only Dark World saves it from being the worst Thor movie.Chris Hemsworth is back as in-shape Thor. There is a silly montage showing him getting back in shape. He is bouncing around with the Guardians of the Galaxy before returning to New Asgard when it is in trouble. Tessa Thompson returns as King Valkyrie and quizzically seems incredibly disinterested in the role. Natalie Portman is back after missing the last couple of movies and she is supposed to be taking over the mantel of Thor. Even Jaimie Alexander is back as Sif, but her role is so small and inconsequential, I'm not really sure why she bothered. The new villain is Christian Bale as Gorr, the God Butcher. He is okay in the role, but the character doesn't really elevate the movie the way Kate Blanchet did in Ragnarock. Even Russell Crowe gets dusted off to play Zeus...yea, the Greek god. And its cringe inducing.Oddly, there is almost no chemistry between Hemsworth and Portman in this sequel. Their romantic scenes have no spark and Portman seems so detached. I got no sense that they were in love. The events in the move have almost as little spark as well. There is nothing that hasn't been done in prior movies and it felt so blah. If this was not an established part of the MCU, this movie would have bombed...hard.One highlight is Matt Damon, Liam Hemsworth, Sam Neill and, even Melissa McCarthy, as the Asgard actors doing plays about the events of the previous movie. It was pretty funny, but when the highpoint of your movie is a small callback to the previous film, you might have a problem.",Helpful,•,0,0,Eric266,https://www.imdb.com/user/ur23467935/?ref_=tturv_usr_360_t,2-Nov-22,
5,/10,https://www.imdb.com/review/rw8319276/?ref_=tturv_perm_361,"Not as good as Ragnarök, but I'm still hoping for more!",,Helpful,•,3,2,HollisWoods,https://www.imdb.com/user/ur76804446/?ref_=tturv_usr_361_t,10-Jul-22,Spoiler
6,/10,https://www.imdb.com/review/rw8318658/?ref_=tturv_perm_362,A hilarious but tonally odd movie that feels like a parody rather than a canon entry.,,Helpful,•,7,3,frankiesilver-91836,https://www.imdb.com/user/ur120447312/?ref_=tturv_usr_362_t,9-Jul-22,Spoiler
3,/10,https://www.imdb.com/review/rw8343320/?ref_=tturv_perm_363,thor: SOUND AND FURY...signifying nothing,"There are movies that strike that great balance between tones and then there are movies like Thor : Love & Thunder.It's actually impressive how many times this movie swings for the fences, misses and falls flat on it's grinning face.Dramatic scenes sandwiched into elementary school humor. Trying so hard to be funny and desperatly pushing for memes and running jokes which are a nuisance even before the repition. And all I could hear in that noise is ""Hello fellow kids...""There's a little storytelling device that's called 'Show don't tell', perhaps Disney/Marvel should use it sometimes on one of their villains. It became a cliche even in the phase one that their villains are cartoonishly underdeveloped. That they still haven't figured this out after Thanos is truly baffling.The soundtrack is as try-hard as the comedy, so there's no silver lining here unfortunately.At this point it would be more interesting to list the drugs that has been consumed by the director and producers, because they must have clearly been very satisfied with the salad of a story.m they delivered.It's a shame because the last Marvel movie by Raimi (Doctor Strange 2) had hints of actual good storytelling, if they just didn't have so many cooks in the kitchen to mess it all up.This feels like ten steps backwards compared to their last effort.",Helpful,•,2,3,alex_with_a_P,https://www.imdb.com/user/ur133472560/?ref_=tturv_usr_363_t,17-Jul-22,
3,/10,https://www.imdb.com/review/rw8312826/?ref_=tturv_perm_364,New Zealand is a country of some great talent,"New Zealand has brilliant music bands, great actors, and some great productions. 7 Periods with Mr Gormsby is one of my favourite TV series: it's intelligent, hilarious, witty, and not afraid to pull punches. You see similar wit in Flight of the Concords.Then you've got anything Taika Waititi. He is the opposite of everything I mentioned. Think of him as New Zealand's lowest common denominator. In the first 30 minutes, I counted one character in Thor: LaT that I liked (Stellan Skarsgard, who appeared for 10 seconds).I say the following in all seriousness. If you are of reasonable intelligence, do not watch this film without some form of mind-altering substance. You will need something to dull the pain.Generally speaking, I don't walk out through a film. I made an exception here. This was dreadful, not funny, and utterly low brow.I scored 3/10 because I saw that the general production was reasonable. The story and acting was dreadful.",Helpful,•,4,6,samyoung-82648,https://www.imdb.com/user/ur68134398/?ref_=tturv_usr_364_t,8-Jul-22,
6,/10,https://www.imdb.com/review/rw8369802/?ref_=tturv_perm_365,See something like this happen alot on a TV show,"AGT! They have an act come out and blow our minds! (Ragnarok) Maybe they even hit the Golden Buzzer! It's fresh, it's exciting, it's all new. Then the next act, or movie comes out! It's not fresh, it's a lot of the same thing! Then you start to compare it to the first example and find it lacks in a lot of areas. Timing, story, villain, jokes. If there wasn't a Ragnarok, this would be considered a fun, but rather quick movie. I also noticed the Ad campaign online actually might be hurting it! It does not live up to the hype! Zeus was funny here and there, he was not Robin Williams! I must have seen 20 paid articles which were really ads trying to convince me it was the best comedy cameo ever. Too much hype, mailed in direction and story.",Helpful,•,1,2,intrepidami,https://www.imdb.com/user/ur7477130/?ref_=tturv_usr_365_t,25-Jul-22,
2,/10,https://www.imdb.com/review/rw8340644/?ref_=tturv_perm_366,"All style, zero substance","You got what you deserve, for praising Thor Ragnarok. This movie was already a joke and you gave Taika Waititi carte blanche to butcher the fourth one.I swear the movie can't spend 2mns without cracking a lame joke. Hey Taika, jokes are better when they're actually funny. It's 2022 and I can't believe we're still doing the ""Yes you will - No I won't - Yes you will - No I won't"" kind of joke, and expecting people to laugh at it.The villain is ok but could have been better if properly developed, and the divinity theme with him.",Helpful,•,4,4,rudygerst,https://www.imdb.com/user/ur83978864/?ref_=tturv_usr_366_t,16-Jul-22,
5,/10,https://www.imdb.com/review/rw8971075/?ref_=tturv_perm_367,What happened,"The entire Thor series is far from homogenous. The original and Ragnarok were pretty outstanding, though being rather different in the ways they presented themselves - one more serious, the other more comedic. Never the less, both delivered an outstanding cinematic experience with depth of storyline and characters. This particular film fails on all fronts. It seems like an excuse to get together an all star cast and milk the franchise with millions of dollars without delivering anything new. The jokes in this film are simply not funny and rather childish to be perfectly honest. I think the Thor series ends here.",Helpful,•,1,3,cherylkyrandia,https://www.imdb.com/user/ur93158866/?ref_=tturv_usr_367_t,4-Apr-23,
7,/10,https://www.imdb.com/review/rw8750831/?ref_=tturv_perm_368,Fun & Action... but too much pointless humor,"At its heart, and yes, there is a lot of heart here, THOR: LOVE AND THUNDER is a fun, action-filled Marvel movie that is one of the better ones to come in this tiresome post-ENDGAME phase. This is a movie where the hero's journey is is purposeful and resolute, not only for Thor Odinson but Jane Foster as well. To get on that road, though, takes a lot of patience.As fun as LOVE AND THUNDER is, the movie is also childish, idiotic, superficial, and features way too many Guns-n-Roses anthems. The first twenty or so minutes, where Thor goofs off with the equally-juvenile Guardians of the Galaxy, would tax even the strongest of Asgardian gods. Once the threat of Gorr, the god butcher, arrives on New Asgard's steps, the heroes' quest begins - and that is a most satisfactory story.Taika Waititi makes use of Chris Hemsworth's generous smile and biceps in a familiar and comfortable manner. Thor takes on the mantle of leader and proves he is quite sufficient in the role. Smashing and thrashing and joking (maybe a touch too much of the levity this time around, though) leads to a successful, and actually unsuspecting, ending where you are craving more.First and foremost, Thor is a hero. Hopefully future appearances of the Thunder God will focus more on this aspect and keep the over-the-top humor in reserve. Maybe for a rainy day.",Helpful,•,1,0,joker-4,https://www.imdb.com/user/ur0020028/?ref_=tturv_usr_368_t,22-Dec-22,
3,/10,https://www.imdb.com/review/rw8366124/?ref_=tturv_perm_369,Too much corn-ball Taika humour,"While a touch of Taika's farcical ""What We Do In The Shadows"" humour was splendid in Ragnorak, there's too much of it in this film. It's a non-stop corn-ball comedy hour full of jokes that could have been funny if I wasn't annoyed that they just didn't stop. All the corniness made it really hard for me to get invested in the characters. I just didn't care what happened to anyone in the film, I looked at my watch at least three times and was happy when it was over. Also, stop shoving the WOKE nonsense down our throats. It's so bloody annoying now. Thor was the best, most powerful and most thrilling marvel character and now he's the butt end of a joke, looking stupid so that everyone around him looks much smarter. Sad.",Helpful,•,17,18,ScoobySnacks66,https://www.imdb.com/user/ur67945761/?ref_=tturv_usr_369_t,24-Jul-22,
5,/10,https://www.imdb.com/review/rw8529261/?ref_=tturv_perm_370,Disney continues to lower the standard for Marvel films...,"The first half hour or so has some funny jokes and pop culture references, starting off with a bang similar to the most recent Suicide Squad film, however, unlike the most recent Suicide Squad film, it completely loses momentum, and the rest of this film is utter, hammered garbage. Natalie Portman is fed an awful script, genuinely appearing uninterested in her role, and looks ridiculous as a female Thor - I literally pity her for having to appear in this filth, along with poor Christian Bale. If these producers had any actual brains, which clearly almost nobody working for streaming companies that make feature films does these days (Netflix is equally guilty of producing tripe features), when they read the proposed script and saw the name ""Zeus"" it would have been very clever for them to think to engage Liam Neeson in reprising his unforgettable performance as Zeus from Clash of the Titans, to the point that I might have given them one more crucial star towards a barely passing grade. Don't tell me Disney doesn't have the cash that this couldn't have been arranged, since Liam Neeson will seemingly work for loose change these days (not to detract from his work, he's excellent, but he appears quite easy to engage, similar to Nick Cage, who I also enjoy). Russell Crowe is utterly miscast as Zeus - his worn-leather face, stringy hair and obesity simply DO NOT CONJURE VISUALS WORTHY OF A GOD OF ZEUS' STATURE, PERIOD, to the GREAT detriment of that entire sequence. I'm surprised to see Christian Bale in such garbage, but none of the fault lies with him. The film has typically strong visuals (LITERALLY THE ONLY THING GOING FOR EITHER NETFLIX OR DISNEY THESE DAYS) but even the visuals are squandered, as mid-way through the film converts to black and white as they enter some sort of ""shadow realm"" thingy, and honestly, I feel they could have been more inventive making the visuals look good without using color. More routine, boring action sequences and bland storytelling ensue. Whatever, it's garbage, why am I making any effort going any further about it since Disney/Marvel didn't? Basically there isn't a Marvel film since Avengers: End Game, Deadpool 2 and Logan worth anybody's time. Looking forward to another actually GOOD Marvel superhero film ONE day, but at this rate I've accepted that IT'S VERY UNLIKELY...",Helpful,•,1,1,therapeuticsuicide,https://www.imdb.com/user/ur79536065/?ref_=tturv_usr_370_t,9-Sep-22,
3,/10,https://www.imdb.com/review/rw8566256/?ref_=tturv_perm_371,Terrible!,"Worst Marvel movie to date! It's ridiculous and lame. The constant jokes are very cringe worthy. The acting is by far the worst as well. And let's not get started on the CGI!!! Way overused and looks terrible! People complained about The Eternals movie being the worst, but it's spectacular compared to this drivel. Actually, The Eternals should set the bar for cinematography and great story telling. The Thor movies need to stop! And they definitely need to find a different director if they plan to make more movies. We need more movies like Logan and less movies like this. Terrible, terrible!!!!!",Helpful,•,9,6,heidibokor,https://www.imdb.com/user/ur114216935/?ref_=tturv_usr_371_t,24-Sep-22,
4,/10,https://www.imdb.com/review/rw8500453/?ref_=tturv_perm_372,Worst Thor movie of all time and worse than the trilogy which looks so much better than this!,,Helpful,•,7,6,samog-98289,https://www.imdb.com/user/ur71505114/?ref_=tturv_usr_372_t,30-Aug-22,Spoiler
5,/10,https://www.imdb.com/review/rw8535539/?ref_=tturv_perm_373,Another step in the comedy direction,"I loved the original Thor movie, in fact it's my favourite of all the Marvel releases. Kenneth Brannagh did a very good job.I struggled with Dark World; it was considerably weaker. Then the switch to comedy came with Ragnarok, which seemed very popular but I found it hard to get through once again.Love and Thunder goes back to basics with a decent, simple story but unfortunately just has too much super power tennis. Clashes are just bam, bam, bam, bam, win/lose. Then, the other to serve and I can't get into any of that kind action, which is prevalant in most MCU movies and just lacks effort in the writing.The comedy and serious emotional moments don't mix too well either. The light vibe was just lost.Jane Foster as Thor was fun but why she was called Thor I don't get. Why not just be called The Mighty Dr Foster or something? No harm to the plot but these kind of token hand-me-downs are distracting.Overall, not much to write home about. It was OK watch but less good than Captain Marvel, which was already heading in the direction of generic super power movie.I'm not a big MCU fan but I suspect even those that are will find this a bit forgettable.",Helpful,•,0,0,mungflesh,https://www.imdb.com/user/ur1339231/?ref_=tturv_usr_373_t,11-Sep-22,
10,/10,https://www.imdb.com/review/rw8323029/?ref_=tturv_perm_374,Back to Marvel's Roots,,Helpful,•,11,24,catschasemice9594,https://www.imdb.com/user/ur53039635/?ref_=tturv_usr_374_t,10-Jul-22,Spoiler
3,/10,https://www.imdb.com/review/rw8580940/?ref_=tturv_perm_375,No Straight-Man,"No that's not a sexual commentary. I mean to say, everyone was funny and that's why it didn't work.Barry Sonnenfeld wrote in his book that he believes the reason he Wild Wild West was such a failure was because Kevin Kline refused to play his character straight, he kept trying to be to funny one when Will Smith's character was written to have all of the jokes. For contrast when he moved on to Men in Black, Will Smith's comedic role against Tommy Lee Jones' deadpan straight-man was a smash hit.In this movie you had 2 obvious characters who should have been the straight-man: Jane Foster and Gor. Instead Waititi had them doing schtick and trying to deliver funny lines. He couldn't resist the urge to wedge his juvenile sense of humor into EVERY POSSIBLE CORNER of this movie.And Jesus Christ I hate Guns 'n Roses, who's terrible idea was that?",Helpful,•,6,4,mesaxi,https://www.imdb.com/user/ur7289041/?ref_=tturv_usr_375_t,1-Oct-22,
9,/10,https://www.imdb.com/review/rw8833801/?ref_=tturv_perm_376,A different kind of a marvel movie,"To be honest the movie was not what I expected, it was quite different from the normal usual marvel movies that we have all watched so far. I know that a lot of people didn't like it so much but it was not that bad like people are saying in the reviews here. It is more of a parody than an action movie. I found the humour very funny, the movie wasn't taken itself too serious and why not trying something else? I mean it is not like I wanna have all marvel movies made this way, but 1 or 2 marvel movies like this once in a while why not I would find it cool.Christian Bale as a villain pretty much nailed it again, he is so incredible skilled at incorporating characters, I just love watching movies where he is in.The movie is worth watching it, but be prepared to see a different kind of marvel movie than what we used to watch :)",Helpful,•,2,1,afura-78800,https://www.imdb.com/user/ur132323361/?ref_=tturv_usr_376_t,28-Jan-23,
10,/10,https://www.imdb.com/review/rw8341209/?ref_=tturv_perm_377,Awesome and lighthearted. 👍,"Chris and Natalie did have chemistry in this film. I did see them in the first film and The Dark World. Not Ragnarök. Christian Bale nailed the character of Gorr the God Butcher. With all that makeup on him, his character resembles like Emperor Palpatine, Voldemort and the Nun. Overall, Bale was excellent and scary for the role. There were some parts that became campy but the lines and dialogues were funny. My dad, brother and I laughed along. Of course the action and fight scenes were awesome. There was good music throughout the film as well. Korg definitely stole some of the funny scenes and we laughed at it. The action sequences are great and we were amazed with the special effects. It's still an awesome film and I would watch it again. I wish I would hold Thor's hammer and harness the thunder.",Helpful,•,6,20,abalpn-99472,https://www.imdb.com/user/ur78394155/?ref_=tturv_usr_377_t,16-Jul-22,
6,/10,https://www.imdb.com/review/rw8316768/?ref_=tturv_perm_378,"Conveniences, plot armour, forced humour....","...but still kinda enjoyable, personally. There's no build-up for the event or anything. It's so straight-forward. At least they got the theme of the movie right, Love & Thunder. Not enough exposition to care for anyone. I know people hate it, for instance, Eternals. But I loved it. The humour. Some hits some doesn't. Same ol' MCU jokes but over-the-top, in this case. But it was expected since it's a Taika movie. It was great to see Natalie returning, love her. And so was Hemsworth, Tessa & Bale. The acting was great. Visuals, the usual for an MCU movie.",Helpful,•,3,1,marveller-66,https://www.imdb.com/user/ur124499942/?ref_=tturv_usr_378_t,9-Jul-22,
6,/10,https://www.imdb.com/review/rw8323685/?ref_=tturv_perm_379,Thor Halfwit-son aka Korg: Love & Blunder,,Helpful,•,4,2,seveb-25179,https://www.imdb.com/user/ur60876706/?ref_=tturv_usr_379_t,11-Jul-22,Spoiler
1,/10,https://www.imdb.com/review/rw8525696/?ref_=tturv_perm_380,well...i'm glad i'm not alone in thinking that this movie was painful to sit through...,"I don't know what they producers were thinking, going along with this script. Seems to be made for the 12 and under crowd. Lame...lame...lame.Lots of jokes. Not funny jokes, but lots OF them...
why they thought this guy should direct a Marvel movie is beyond. And it's REALly apparent, from SO many of the reviews, that i'm not even CLOSE to being alone in my disappointment and frustration...
the guy made one overrated, overhyped movie. And i was waiting for something as entertaining as something like an Avenger movie. Look at the cast, for the God's sake...how could they MISS? The answer is, no script worth working with, although the actors really seemed to be giving it their best.I'll be reading reviews first before going and spending my money, in these recession times, on any more Marvel movies.I can't believe they tricked people into making triple the money they sank into the movie...i guess NONE of us read the reviews beforehand, figuring 'how can it be bad? It's THOR!'.",Helpful,•,3,4,isaacmizrahii,https://www.imdb.com/user/ur154344170/?ref_=tturv_usr_380_t,8-Sep-22,
1,/10,https://www.imdb.com/review/rw9812788/?ref_=tturv_perm_381,I don't normally give 1 star reviews,,Helpful,•,4,0,moorek,https://www.imdb.com/user/ur12250657/?ref_=tturv_usr_381_t,28-May-24,Spoiler
5,/10,https://www.imdb.com/review/rw8535095/?ref_=tturv_perm_382,What was even the point?,,Helpful,•,3,2,Wililjam,https://www.imdb.com/user/ur31669217/?ref_=tturv_usr_382_t,11-Sep-22,Spoiler
6,/10,https://www.imdb.com/review/rw8329248/?ref_=tturv_perm_383,"Top marks for Bale, less for the other","Taika Waititi has a problem. In the wake of the amazing Thor Ragnarok, where does he take the franchise? Most of the original MCU Avengers have retired, yet the sparkles, the Lord of Thunder, is still putting in the work to change odd bod into god bod. Following all he has lost - parents, brother, friends, planet - he has a lot of issues that he needs to work out. And into this mix comes Gorr, played by an amazing Christian Bale, who challenges Thors strength and other emotions, with his own quest. And in the middle of this epic grudge match of god and god killer, steps Natalie Portmans Jane Foster, reintegrated into the Marvel fold following the falling out over Patty Jenkins, and given a much more beefed up role than just the scientific side kick and love interest. Her transformation is straight out the comics, and not to be questioned, though given all the space magic we've seen in previous films, it's good to see Kat Dennings asking some good questions.But the main conflict comes from the Asgardian weapons; despite throwing Mjolnir to Captain America in End Game, it's obvious he still pines for the only object that properly pull him off and there is a lot made of that, to the point it does get juvenile. In fact, quite a lot of the script reduces the thunder god to a doey eyed hippy, which placed against the sinister Gorr - channelling a combination of Voldermort, Marilyn Manson, Joker and other creepy bad guys - makes the story leap from yelling goats and All Spice adverts, to shadow monsters and dead gods. Russel Crowes Zeus sounds like Borat, and while his scene is one of the better set pieces in the film, it does feel like it could have gone bigger.Marvel have access to a vast array of computer generated content, and there are some amazing set pieces, space ships and battle scenes, though I was left wondering if they'd tried deaging Hemsworth and Portman, that left neither actor looking that great.It was a fun pop corn film, with plenty of comedy and action, though tinged with sadness that Bale didn't get more screen time,.",Helpful,•,0,0,feyipuk,https://www.imdb.com/user/ur50483691/?ref_=tturv_usr_383_t,13-Jul-22,
5,/10,https://www.imdb.com/review/rw8310990/?ref_=tturv_perm_384,When it's good it's so good but when it's bad it's quite frankly awful,"The comedy here is a mixed bag and at points it feels the team are sacrificing story for comedy to the point where the film feels almost like a parody. Gorr has some awesome sequences in the film but ends up being wasted and falling to the mcus victim curse, Jane is also a waste here. Choosing to adapt two of thors best comic storylines was bold and sadly it fails. The cgi and cinematography are great, there are some hard hitting moments but the movies structure is it's worst enemy. The pacing is all over the place at points you'll feel like you've just missed a whole scene. The action here is great and if you can look past the story issues it is a fun, comedic somewhat emotional ride. But it does make one wonder what is marvel doing?",Helpful,•,3,3,harry-34518,https://www.imdb.com/user/ur104275634/?ref_=tturv_usr_384_t,7-Jul-22,
7,/10,https://www.imdb.com/review/rw8323513/?ref_=tturv_perm_385,Fun but unfocussed,,Helpful,•,7,4,seige-hound,https://www.imdb.com/user/ur39024931/?ref_=tturv_usr_385_t,11-Jul-22,Spoiler
6,/10,https://www.imdb.com/review/rw8312286/?ref_=tturv_perm_386,"Fun, but felt more like an episode than a film.",,Helpful,•,5,4,drawlife,https://www.imdb.com/user/ur14294603/?ref_=tturv_usr_386_t,8-Jul-22,Spoiler
3,/10,https://www.imdb.com/review/rw8894848/?ref_=tturv_perm_387,Watch the Movie Itself Go Through a Mid-Life Crisis,"THOR: LOVE AND THUNDER (C-) gives us a Thor struggling with an identity crisis (expressed through non-stop jokes) despite the challenges and growth his previous 8 appearances have sold us on. The film itself seems to be struggling with the same thing as it has transitioned to an all-out comedy vehicle with just two dramatic notes - love is good and religion is dumb. Taika Waititi's work here is like religious satire of Voltaire coupled with the schmaltzy humanistic ethic of Oprah filtered through the cinematic comedy lens of Tarantino & Shrek. The film isn't helped by a plot that is as engrossing and ad hoc as the obvious and non-stop CGI locations they travel to. Nor is it helped by action sequences as the film seems completely uninterested in taking the action seriously by giving it stakes or a respite from the non-stop comedy or unique/creative beats. I laughed at some of the jokes, but I found myself growing less and less interested in Thor and the gang that surrounds him. At the rate this universe invents ad hoc items (God killing swords and wish granting altars) that should have been mentioned in the Infinity War, brings back dead people, or retcons the tone/plot of past films - why should anyone care about anything. I hope this is as low as the MCU gets, but I fear it won't be.",Helpful,•,1,1,PartTimeCritic,https://www.imdb.com/user/ur162720103/?ref_=tturv_usr_387_t,26-Feb-23,
10,/10,https://www.imdb.com/review/rw8315513/?ref_=tturv_perm_388,BEST THOR MOVIE EVER! Don't listen to haters!,"This was the best Thor imo above the rest and one of Marvel's top tiers! Natalie Portman was amazing and all the action, scenery, story and all just superb and Bale was amazing as always. Despite his funny memes when you watch the movie you feel for the guy and his role was one of the best ""villains"" so far unlike Thanos. 100000/10!!",Helpful,•,10,21,natashialw,https://www.imdb.com/user/ur60911310/?ref_=tturv_usr_388_t,8-Jul-22,
4,/10,https://www.imdb.com/review/rw8360859/?ref_=tturv_perm_389,ME'H TRIED TOO HARD ....4/10 ......!!!!,"I did want to like this film because THOR : Ragnarok was i.m.o. The best of all the marvel films , but i was left wanting , this film even tho was amusing in parts the lack of good story let it down and just looked silly .....!!!!!",Helpful,•,1,2,GT-Lar,https://www.imdb.com/user/ur95614173/?ref_=tturv_usr_389_t,23-Jul-22,
3,/10,https://www.imdb.com/review/rw8310725/?ref_=tturv_perm_390,Unfunny Terribly Scripted Junk,"A nowhere piece of junk - the infantile director and totally amateurish writers can't even decide if its meant for adults or children. In either case, it's just ludicrously bad.Good actors are all the way wasted on caricatured acting and silly dialogue that even a ten year old will yawn at.You should be paid to watch this crap, not the other way round.",Helpful,•,153,164,LeoDeLeo,https://www.imdb.com/user/ur17308531/?ref_=tturv_usr_390_t,7-Jul-22,
4,/10,https://www.imdb.com/review/rw8525262/?ref_=tturv_perm_391,"Everything is a joke, but nothing is funny...","This movie is a farce and the main character is rendered as a buffoon. I had heard bad things about this but I didn't think it could possibly be this bad.Christian Bale is great and most of the acting is fine. But what they're being asked to do is just complete nonsense. The plot makes almost no sense, and even when it starts to, another stupid or tasteless joke pops up to ruin the mood and flow.About the only redeeming factor could be some of the visuals. But Thor's costume is ridiculous and the CGI for Natalie Portman is weird.I could go on, but just ready yourself for disappointment if you're looking for any sort of depth or intelligent design. Truly a bad film.",Helpful,•,2,1,jljacobi,https://www.imdb.com/user/ur1864078/?ref_=tturv_usr_391_t,8-Sep-22,
